id,component_id,name,description,tag,scope,investigate_days,procure_days,repair_days,capex,opex,probability,a,b
405,5,Failure of remaining RTDs that are presently funct,Failure of remaining RTDs that are presently funct,tag 405,parent,0,365,0,3500000,0,triangular,23011,30681
406,5,Failure of Compressor resulting in increased start,Failure of Compressor resulting in increased start,tag 406,parent,0,365,0,0,550000,triangular,147927,197235
407,5,The stabilising air is not critical to the working,The stabilising air is not critical to the working,tag 407,parent,0,90,0,50000,0,triangular,8219,10958
408,5,Failure of Compressor resulting in increased start,Failure of Compressor resulting in increased start,tag 408,parent,0,5,0,0,7500,triangular,63691,84921
409,5,The stabilising air is not critical to the working,The stabilising air is not critical to the working,tag 409,parent,0,5,0,0,7500,triangular,8219,10958
410,5,Failure of any cables/terminations could result in,Failure of any cables/terminations could result in,tag 410,parent,0,90,0,0,130000,triangular,39858,53144
411,5,Failure of switchgear resulting in unavailability ,Failure of switchgear resulting in unavailability ,tag 411,parent,0,365,0,0,225000,triangular,18491,24655
412,5,Failure of fused isolator can result in auxiliary ,Failure of fused isolator can result in auxiliary ,tag 412,parent,0,5,0,0,3000,triangular,39858,53144
413,5,Failure of protection relays could result in suppl,Failure of protection relays could result in suppl,tag 413,parent,0,90,0,0,75000,triangular,11095,14793
414,5,Failure of switchgear resulting in system failure ,Failure of switchgear resulting in system failure ,tag 414,parent,0,90,30,0,75000,triangular,11095,14793
415,5,Failure of breakers could result in supply & redun,Failure of breakers could result in supply & redun,tag 415,parent,0,365,0,3650000,0,triangular,11095,14793
416,5,Failure of protection relays could result in suppl,Failure of protection relays could result in suppl,tag 416,parent,0,365,0,400000,0,triangular,11095,14793
417,5,Failure of switchgear resulting in unavailability ,Failure of switchgear resulting in unavailability ,tag 417,parent,0,90,210,0,75000,triangular,18491,24655
418,5,Failure of obsolete relay leading to requirement f,Failure of obsolete relay leading to requirement f,tag 418,parent,0,90,210,175000,0,triangular,11095,14793
419,5,Failure of obsolete relays incorporated in the con,Failure of obsolete relays incorporated in the con,tag 419,parent,0,365,30,750000,0,triangular,11095,14793
420,5,Failure of transformer requiring replacement,Failure of transformer requiring replacement,tag 420,parent,0,365,365,15000000,0,triangular,82182,109575
421,5,Failure of relay to adequately protect transformer,Failure of relay to adequately protect transformer,tag 421,parent,0,365,365,15000000,0,triangular,58760,78347
422,5,Failure of obsolete relay leading to requirement f,Failure of obsolete relay leading to requirement f,tag 422,parent,0,90,5,0,125000,triangular,58760,78347
423,5,Failure of transformer requiring replacement,Failure of transformer requiring replacement,tag 423,parent,0,90,14,150000,0,triangular,63691,84921
424,5,Failure of cooling water piping leading to bearing,Failure of cooling water piping leading to bearing,tag 424,parent,0,90,5,0,75000,triangular,63691,84921
425,5,Cracking of welds or draft tube sections requiring,Cracking of welds or draft tube sections requiring,tag 425,parent,0,90,0,0,150000,triangular,63691,84921
426,5,Pick up of guide vanes leading to top and/or botto,Pick up of guide vanes leading to top and/or botto,tag 426,parent,0,365,14,0,450000,triangular,63691,84921
427,5,Failure of bushes resulting in high vibration requ,Failure of bushes resulting in high vibration requ,tag 427,parent,0,365,0,0,250000,triangular,10273,13697
428,5,Failure of white metal surface requiring unschedul,Failure of white metal surface requiring unschedul,tag 428,parent,0,90,5,0,175000,triangular,90400,120533
429,5,Cavitation damage resulting in unscheduled/extende,Cavitation damage resulting in unscheduled/extende,tag 429,parent,0,90,0,0,150000,triangular,63691,84921
430,5,Pitting and/or cavitation of runner resulting inir,Pitting and/or cavitation of runner resulting inir,tag 430,parent,0,365,365,40000000,0,triangular,63691,84921
431,5,Failure of cooling water piping requiring unschedu,Failure of cooling water piping requiring unschedu,tag 431,parent,0,5,0,0,7500,triangular,18491,24655
432,5,Failure of cooling water during pump start or SCO ,Failure of cooling water during pump start or SCO ,tag 432,parent,0,90,0,0,30000,triangular,18491,24655
433,5,Cracking of welds or spiral sections requiring out,Cracking of welds or spiral sections requiring out,tag 433,parent,0,90,0,0,150000,triangular,18491,24655
434,5,Corrosion damage leading to unscheduled/extended s,Corrosion damage leading to unscheduled/extended s,tag 434,parent,0,5,0,0,7500,triangular,18491,24655
435,5,Cracking of welds or stay vanes requiring unschedu,Cracking of welds or stay vanes requiring unschedu,tag 435,parent,0,90,0,0,150000,triangular,246544,328725
436,5,Catastrophic shaft failure,Catastrophic shaft failure,tag 436,parent,0,365,365,125000000,0,triangular,821813,1095750
437,5,Failure or blockage of heat exchanger tubing requi,Failure or blockage of heat exchanger tubing requi,tag 437,parent,0,90,0,0,15000,triangular,34928,46570
438,5,Failure of drive systems on gates in closed positi,Failure of drive systems on gates in closed positi,tag 438,parent,0,90,7,0,150000,triangular,102727,136969
439,5,HP Oil pump failure resulting in thrust bearing pa,HP Oil pump failure resulting in thrust bearing pa,tag 439,parent,0,90,4,0,175000,triangular,63691,84921
440,5,Failure of the oil cooling pipework and/or heat ex,Failure of the oil cooling pipework and/or heat ex,tag 440,parent,0,90,4,0,75000,triangular,31229,41639
441,5,Failure of the oil cooling pipework and/or heat ex,Failure of the oil cooling pipework and/or heat ex,tag 441,parent,0,90,4,0,75000,triangular,20957,27942
442,5,Failure of all temperature instruments resulting i,Failure of all temperature instruments resulting i,tag 442,parent,0,90,0,0,75000,triangular,63691,84921
443,5,Failure of internal oil cooler pipework resulting ,Failure of internal oil cooler pipework resulting ,tag 443,parent,0,90,2,0,75000,triangular,20135,26846
444,5,Failure of vapour extraction system allowing oil m,Failure of vapour extraction system allowing oil m,tag 444,parent,0,5,0,0,10000,triangular,38215,50953
445,5,Failure of vapour extraction system allowing oil m,Failure of vapour extraction system allowing oil m,tag 445,parent,0,5,0,0,10000,triangular,14341,19121
446,5,Complete de-lamination of white metal leading to f,Complete de-lamination of white metal leading to f,tag 446,parent,0,90,5,0,95000,triangular,242435,323247
447,5,Failure of the sealing air system causing oil leak,Failure of the sealing air system causing oil leak,tag 447,parent,0,5,0,0,10000,triangular,63691,84921
448,5,Failure of the sealing air system causing oil leak,Failure of the sealing air system causing oil leak,tag 448,parent,0,5,0,0,10000,triangular,63691,84921
449,1,Failure of at least 3 pumps resulting in inability,Failure of at least 3 pumps resulting in inability,tag 449,all,0,90,0,0,200000,triangular,96563,128751
450,1,Failure of both pumps resulting in inability to ke,Failure of both pumps resulting in inability to ke,tag 450,all,0,90,0,0,30000,triangular,119163,158884
451,1,Failure of both strainers resulting in plant shutd,Failure of both strainers resulting in plant shutd,tag 451,all,0,90,0,0,30000,triangular,96563,128751
452,1,Failure of single common valve  or multiple parall,Failure of single common valve  or multiple parall,tag 452,all,0,90,0,0,167500,triangular,29175,38900
453,1,Failure of standby generator during standby requir,Failure of standby generator during standby requir,tag 453,all,0,90,0,0,25000,triangular,18656,24874
454,1,Inability of staff to operate the plant safely due,Inability of staff to operate the plant safely due,tag 454,all,0,365,0,10000000,15000,triangular,11917,15889
455,1,The instrumentation on the system is fairly new an,The instrumentation on the system is fairly new an,tag 455,all,0,90,0,0,20000,triangular,6164,8219
456,1,The instrumentation on the system is fairly new an,The instrumentation on the system is fairly new an,tag 456,all,0,90,0,0,20000,triangular,6164,8219
457,1,Board is very full  loose connections due to age c,Board is very full  loose connections due to age c,tag 457,all,0,365,60,750000,0,triangular,11095,14793
458,1,The valves on the cooling water pipework is in goo,The valves on the cooling water pipework is in goo,tag 458,all,0,5,0,0,10000,triangular,14382,19176
459,1,Failure of obsolescent joint controller resulting ,Failure of obsolescent joint controller resulting ,tag 459,all,0,365,0,15000000,0,triangular,11711,15615
460,1,Failure of drive systems on emergency gates,Failure of drive systems on emergency gates,tag 460,all,0,90,7,0,150000,triangular,63691,84921
461,1,Failure of drive systems on gates in closed positi,Failure of drive systems on gates in closed positi,tag 461,all,0,90,7,0,150000,triangular,96563,128751
462,1,Failure of gate control or communication system du,Failure of gate control or communication system du,tag 462,all,0,365,5,500000,0,triangular,8219,10958
463,1,Dislodgement of screen panels due to lack of catho,Dislodgement of screen panels due to lack of catho,tag 463,all,0,365,60,0,1000000,triangular,96563,128751
464,1,Dislodgement of screen panels resulting in station,Dislodgement of screen panels resulting in station,tag 464,all,0,365,60,0,1000000,triangular,96563,128751
465,1,Failure of gate control or communication system du,Failure of gate control or communication system du,tag 465,all,0,90,60,10000,15000,triangular,63691,84921
466,1,Failure of transformer requiring replacement,Failure of transformer requiring replacement,tag 466,all,0,365,0,750000,0,triangular,11095,14793
467,1,Failure of both transformer requiring replacement,Failure of both transformer requiring replacement,tag 467,all,0,365,365,1500000,0,triangular,11095,14793
468,1,Failure of transformer would cause backup supply t,Failure of transformer would cause backup supply t,tag 468,all,0,365,0,375000,0,triangular,15861,21148
469,1,Failure of transformer would interrupt the power s,Failure of transformer would interrupt the power s,tag 469,all,0,90,0,200000,0,triangular,18491,24655
470,1,Failure of transformer requiring replacement,Failure of transformer requiring replacement,tag 470,all,0,365,0,7500000,0,triangular,11095,14793
471,1,Failure of both transformer simultaneously requiri,Failure of both transformer simultaneously requiri,tag 471,all,0,365,547,15000000,0,triangular,11095,14793
472,1,Failure of DC system will remove all 24 VDC instru,Failure of DC system will remove all 24 VDC instru,tag 472,all,0,90,15,0,30000,triangular,2055,2740
473,1,Failure of DC system will remove all 50 VDC instru,Failure of DC system will remove all 50 VDC instru,tag 473,all,0,90,15,0,30000,triangular,12739,16985
474,1,Failure of DC system will remove all 50 VDC instru,Failure of DC system will remove all 50 VDC instru,tag 474,all,0,90,15,0,30000,triangular,2877,3836
475,1,Failure of DC system will remove all 110 VDC instr,Failure of DC system will remove all 110 VDC instr,tag 475,all,0,365,15,1100000,0,triangular,10273,13697
476,1,Failure of D&D control system leading to incorrect,Failure of D&D control system leading to incorrect,tag 476,all,0,90,0,0,55000,triangular,96563,128751
477,1,Failure of pumps during flood situation resulting ,Failure of pumps during flood situation resulting ,tag 477,all,0,90,0,0,125000,triangular,32873,273938
478,1,Failure of float switches  resulting in partial fl,Failure of float switches  resulting in partial fl,tag 478,all,0,5,0,0,5000,triangular,96563,128751
479,1,Breakdown of diesel engine due to carbonisation on,Breakdown of diesel engine due to carbonisation on,tag 479,all,0,90,0,0,150000,triangular,616360,821813
480,1,Failure of multiple compressors resulting in reduc,Failure of multiple compressors resulting in reduc,tag 480,all,0,90,0,0,55000,triangular,147927,197235
481,1,Failure of one compressor and interconnection valv,Failure of one compressor and interconnection valv,tag 481,all,0,90,0,0,55000,triangular,147927,197235
482,1,Failure of instrumentation resulting in reduced ab,Failure of instrumentation resulting in reduced ab,tag 482,all,0,90,0,0,55000,triangular,131490,175320
483,1,Failure of components resulting in reduced ability,Failure of components resulting in reduced ability,tag 483,all,0,5,0,0,9000,triangular,234217,312289
484,1,Failure of anchor block resulting in penstock deformation forcing station out of operation,Failure of anchor block resulting in penstock deformation forcing station out of operation,tag 484,all,0,150,90,20000000,0,triangular,16948,18773
485,1,Failure of turbine foundation due to ASR re-starting as a result of leakage in the draft tube or penstock sections leading to extended outage to repair.,Failure of turbine foundation due to ASR re-starting as a result of leakage in the draft tube or penstock sections leading to extended outage to repair.,tag 485,all,0,150,150,50000000,0,triangular,821813,1095750
486,1,Increased leakage rate restulting in repair and modification of chamber,Increased leakage rate restulting in repair and modification of chamber,tag 486,all,0,0,0,500000,0,triangular,5475,9125
487,2,Failure of obsolete governoer unloader valve resulting in the unavailability of the unit,,tag 487,parent,0,100000,0,20000000,0,triangular,730,1095
488,3,Failure of obsolete governoer unloader valve resulting in the unavailability of the unit,,tag 488,parent,0,100000,0,20000000,0,triangular,730,1095
489,4,Failure of obsolete governoer unloader valve resulting in the unavailability of the unit,,tag 489,parent,0,100000,0,20000000,0,triangular,730,1095
490,5,Failure of obsolete governoer unloader valve resulting in the unavailability of the unit,,tag 490,parent,0,100000,0,20000000,0,triangular,730,1095
